"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",24,50,1.94247592223381,0.0107514555570456,1.92145987671127,1.92482524757293,1.93521340410973,1.94245608610862,1.94971681647483,1.96019425965241,1.96360469477851
