"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"33",34,40,2.17593082637688,0.0235060693681056,2.13010075774646,2.13741168344656,2.16003042425682,2.17584618344779,2.19173895719573,2.21473869386935,2.22224191309265
"34",35,41,2.10295838890665,0.0221192545334735,2.05982622450336,2.06670819932229,2.08799720852599,2.10288083812295,2.11783502929296,2.13947311110587,2.14653126741038
"35",36,42,2.05310617596457,0.0209697231638007,2.01220950735528,2.0187362423509,2.03892366775123,2.05303478388295,2.0672108579228,2.08771963430509,2.09440855935902
"36",37,43,2.00421801972485,0.019920046326192,1.96536330696242,1.97156540301619,1.99074642250026,2.0041520245888,2.01761767402736,2.03709575169352,2.04344777694189
"37",38,44,1.95681789694664,0.0189562883309744,1.91983848999308,1.92574232518883,1.9439989288644,1.956756685516,1.96957013693403,1.9881022663158,1.99414516300656
"38",39,45,1.89713240079684,0.018005972810585,1.86200348645841,1.86761268656717,1.88495670584065,1.89707543529003,1.90924599623927,1.92684642941185,1.93258504505024
"39",40,46,1.82729661926634,0.0170805225164478,1.79397088741708,1.7992927206787,1.8157471570288,1.82724339989376,1.83878806574037,1.85548205384139,1.8609247920929
"40",41,47,1.77786956175188,0.0163230995548678,1.74601905701521,1.75110592327475,1.76683273835886,1.77781960640948,1.78885192757802,1.80480360231799,1.81000395828263
"41",42,48,1.74895390048152,0.0157181163980901,1.7182809718507,1.72318045745707,1.73832668250041,1.7489068136676,1.75952978794604,1.77488796078778,1.7798944193246
"42",43,49,1.71165387634324,0.0151160410168313,1.68215362115478,1.68686632544944,1.70143415218673,1.71160937870986,1.72182509251062,1.73659321259312,1.74140700766811
"43",44,50,1.66977634621837,0.0145307858337874,1.64141648567206,1.64594743489006,1.65995264070866,1.66973419630413,1.67955410304416,1.69374903462383,1.69837574102661
"44",45,51,1.63747232850285,0.0140252338344382,1.61009733175889,1.61447136820309,1.6279907524444,1.63743228582539,1.64691025302688,1.66060987790749,1.66507488427396
"45",46,52,1.61990135644635,0.0136145393982773,1.59332589146035,1.59757267211835,1.61069781775734,1.61986321525411,1.62906331645534,1.64236014374355,1.64669357449305
"46",47,53,1.6035117429387,0.0132309434367084,1.57768312687178,1.58181101976834,1.59456788263457,1.60347535256849,1.61241593317587,1.62533659686837,1.62954716230455
"47",48,54,1.58516193296524,0.0128569381557589,1.56006171141557,1.56407360210695,1.57647121735169,1.5851271730645,1.59381475592597,1.60636883290633,1.61045969200374
"48",49,55,1.56461212931861,0.0124917390224451,1.54022336967616,1.54412190280808,1.55616855684025,1.56457888509332,1.5730194614188,1.58521575480832,1.58918981300322
"49",50,56,1.54505555505073,0.0121484803387309,1.52133557306466,1.52512753548286,1.53684426672802,1.54502371476439,1.55323213346336,1.56509218463731,1.56895648262031
"50",51,57,1.52861449705986,0.0118344446677264,1.50550631298826,1.50920079503429,1.52061572596882,1.52858395664055,1.53657997525763,1.54813237514234,1.55189623968768
