"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",24,50,1.69950481250042,0.00940662906110603,1.68111752126223,1.68406194075787,1.69315071340376,1.6994874575413,1.70583999249856,1.71500688352624,1.71799073050379
