",""t_start"",""t_end"",""Mean(R)"",""Std(R)"",""Quantile.0.025(R)"",""Quantile.0.05(R)"",""Quantile.0.25(R)"",""Median(R)"",""Quantile.0.75(R)"",""Quantile.0.95(R)"",""Quantile.0.975(R)"""
1,24,50,2.41582591810984,0.0520889293690437,2.31480138497532,2.33079049769752,2.38049138980391,2.4154515558982,2.45075234848216,2.50213832364231,2.51897790835723
