"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",2,8,5.04677822139431,1.45687938233117,2.60774395156824,2.91208040948894,4.00319964421596,4.90730342000884,5.938617537332,7.65744053226559,8.27757361013136
"2",3,9,4.14792837214654,1.07099050043899,2.32156402235317,2.5568744387844,3.38437877718178,4.05612524847152,4.81156131128463,6.05223839230557,6.49555106014896
"3",4,10,4.28668353852671,0.913924001203698,2.68644175133627,2.9020338103812,3.64008905080011,4.22191165085371,4.86274516213877,5.89232774790915,6.25480336437092
"4",5,11,4.54195232199444,0.790652413675332,3.12647098984687,3.32425338600855,3.98666415458801,4.4961573147815,5.04735412314068,5.91588652973843,6.2175820459682
"5",6,12,4.34454972576032,0.640568910178323,3.18075643444706,3.34726642736296,3.89707314013551,4.31310836069391,4.75776892152039,5.44909433948469,5.68697219245914
"6",7,13,3.77682923218802,0.495921973998934,2.86790478153572,2.99977145784237,3.43157014625646,3.75514563404498,4.09846010575982,4.62785825728288,4.80895275081124
"7",8,14,3.23223052875552,0.3891148295741,2.51486828072206,2.61990943228729,2.96196784284315,3.21662936988358,3.48549180955391,3.89777253416769,4.03823654505824
"8",9,15,2.83985611879955,0.317505566397726,2.25182928413655,2.33855152167559,2.61974593870563,2.82803219000236,3.04708052954234,3.38149577976983,3.49506669892683
"9",10,16,2.55466438952655,0.267801594245414,2.05685640863906,2.13069746897334,2.36930010647446,2.54531276275079,2.7298368627753,3.01053234019784,3.10560948198556
"10",11,17,2.22440917872582,0.225854532930728,1.80384599614607,1.86639797175656,2.06819536204364,2.21676984840652,2.3722971863714,2.60848019899012,2.68838036659018
"11",12,18,2.07514691226315,0.200612024021522,1.70063297346138,1.75655725198918,1.93654526625914,2.06868587263754,2.20670676136202,2.41577680880952,2.48637405399457
"12",13,19,1.93184265014308,0.180145256002214,1.59493423514112,1.64538301031339,1.80747878659242,1.92624600083008,2.05010670961938,2.2373938084409,2.30055285469934
"13",14,20,1.81862061917414,0.16397949892894,1.51145153782967,1.55756186571839,1.70549713196359,1.8136944895348,1.92637503158658,2.09648353774486,2.1537816036553
"14",15,21,1.73056841380239,0.151200464346861,1.44692455001314,1.48959935203205,1.62632817921532,1.72616692935098,1.83001133706981,1.98655191620628,2.03922313062241
"15",16,22,1.65990648729386,0.140791430682662,1.39543910018492,1.43531025758375,1.56289997887293,1.6559275976852,1.75257623815392,1.89807556188117,1.94698351444343
"16",17,23,1.72173942941373,0.136974234452266,1.46374025039287,1.50279991635422,1.62747922317753,1.71810843324645,1.81204198050658,1.95306499271025,2.00037160580768
"17",18,24,1.74513893801003,0.131544796918604,1.49683196311411,1.53454900185187,1.65470430964287,1.74183486579473,1.83197219135685,1.96699968392621,2.01222133171957
"18",19,25,1.6770214483974,0.122635953988276,1.44526287116338,1.48052886269801,1.59275653456906,1.67403305450861,1.75802904471547,1.88370798822687,1.92576167168766
"19",20,26,1.61430289875427,0.11472351147645,1.39726785505887,1.43034701959087,1.53551344538082,1.61158603197967,1.69013097545002,1.80752648947902,1.84677668500695
"20",21,27,1.56320977825258,0.108129481367419,1.35845053411041,1.38970517587341,1.48898261823649,1.56071732884957,1.6347201587613,1.7452165532484,1.78213254885828
"21",22,28,1.52032163195932,0.102500063516687,1.3260484524837,1.35574320206596,1.44998844446323,1.51801873584134,1.58814463954978,1.69275562593695,1.72768122717657
"22",23,29,1.54147693034928,0.0995019079967618,1.35260957674315,1.38154282387247,1.47324821778733,1.53933651959988,1.60737255277678,1.70871232177514,1.74250742030987
"23",24,30,1.49809403197819,0.0945588568298857,1.31847827201164,1.34602490031505,1.43327721167646,1.49610500166167,1.56074276045023,1.65694805918472,1.68901271731912
"24",25,31,1.46198252434074,0.0901497044207005,1.29061490734031,1.31692634244989,1.40020985291634,1.4601299861247,1.52173587498853,1.61335799977218,1.64387745673427
"25",26,32,1.42671996702741,0.0861913053076557,1.26277270305831,1.28796926683411,1.36767763219437,1.42498467384934,1.48387077477039,1.57139001516792,1.60052830364642
"26",27,33,1.42109786191118,0.0834497398423358,1.26222904330726,1.28667709611179,1.36395708291869,1.41946475029525,1.47645848662539,1.56108941304752,1.58924711427458
"27",28,34,1.47880991905451,0.0826679876201711,1.32120411231491,1.34551067911192,1.422243479319,1.47726977764529,1.53369753276685,1.61736280039192,1.64516787643982
"28",29,35,1.51718994730976,0.0810972139070105,1.36238705181929,1.38630638766854,1.46173172580094,1.51574524940445,1.57107337069567,1.65300157013014,1.68020264518541
"29",30,36,1.49832626685056,0.0777892238522273,1.34972267053738,1.37271118970032,1.4451503442219,1.49698027699797,1.55003498281266,1.62853269658834,1.65457875176522
"30",31,37,1.50895823099265,0.0753537781236441,1.36486332339997,1.38718818550925,1.45747237814798,1.50770408715554,1.55907698811466,1.63500632546383,1.66018010984922
"31",32,38,1.51523658291618,0.0729018540860519,1.37570215840939,1.39735062084852,1.4654485791562,1.51406757940086,1.56375029387331,1.6371101654732,1.66141416357076
"32",33,39,1.51170101689467,0.0702547042225669,1.37712239478644,1.39802807087232,1.46374044100611,1.51061281863545,1.55847537882315,1.62908594335865,1.65246361111924
"33",34,40,1.50457054285473,0.0676254168705937,1.37492913216818,1.39509126477664,1.45842249242148,1.50355748542086,1.54961428455982,1.61750548411218,1.63996892837997
"34",35,41,1.45286724727736,0.0641456559846293,1.32984762106476,1.34899148381292,1.40910251945996,1.45192332310603,1.49560302509419,1.55996285069761,1.58125098454496
"35",36,42,1.4082624813444,0.0611133862737934,1.29101382837404,1.30927008674734,1.36657446494869,1.40737854838013,1.44898694126824,1.51027007757219,1.53053433288912
"36",37,43,1.42279927543937,0.0596468484884658,1.30827970165633,1.3261309566394,1.38212669419717,1.42196585364615,1.46256335866016,1.52231049433642,1.54205501134962
"37",38,44,1.40841527054882,0.0576425997306714,1.29768865999851,1.31496166639858,1.36911919863868,1.40762896380215,1.44685420202825,1.50455105866454,1.52361030291085
"38",39,45,1.3889456526094,0.0556023257719861,1.28209041506729,1.29877077958967,1.35104902078992,1.38820376496423,1.42603356316674,1.48165118991002,1.50001689108298
"39",40,46,1.37083567215686,0.0537272859884931,1.26754055022426,1.28367538618067,1.33422475123992,1.37013382329988,1.40668151632881,1.46039004466607,1.47811926585203
"40",41,47,1.40403334656736,0.0529541205952192,1.30214958949803,1.31808169902967,1.36796274793177,1.40336766855297,1.43937829589763,1.49225569642799,1.50970002891263
"41",42,48,1.42696802186435,0.0519326835728469,1.32698362880808,1.34263428330533,1.39160503781679,1.42633806338034,1.46164429253946,1.51345061833184,1.53053235713702
"42",43,49,1.43737613393992,0.0505980362944317,1.33990344136585,1.35517460514646,1.40293238869005,1.43678246581211,1.47117272437821,1.52160272933508,1.5382225407225
"43",44,50,1.40553936281221,0.0485246076253088,1.31202940989124,1.32668717898002,1.37251276149565,1.40498098377161,1.43795727710436,1.48629623786146,1.50222249000553
"44",45,51,1.39166470888392,0.0468863753441142,1.30127429201252,1.31545192027901,1.35975988098527,1.39113819694231,1.42299558720019,1.46967348605968,1.48504720680909
"45",46,52,1.39556972612906,0.04566443638092,1.30749259475618,1.32131742200714,1.36450407616164,1.39507169574107,1.4260924733711,1.47152086462701,1.48647708486166
"46",47,53,1.40080821719282,0.0444981395245379,1.31493991817385,1.32842766930008,1.37054338490935,1.400337068716,1.43055944996448,1.47479590190318,1.48935398003837
"47",48,54,1.37886479645665,0.0429221862963747,1.29601141955404,1.309031800616,1.3496765868428,1.37841945227332,1.40756753538991,1.45021690765021,1.46424899666571
"48",49,55,1.35746678900408,0.0414409165560293,1.27744890091547,1.29002932384105,1.32929021378769,1.35704510780067,1.38518368820476,1.42634265235673,1.43988102840314
"49",50,56,1.33877338148342,0.0401110908762448,1.26130146645516,1.27348676402697,1.31150494631991,1.33837281232063,1.36560515457987,1.40542638153255,1.41852167223551
"50",51,57,1.3587655145697,0.0394383881042661,1.28255755234658,1.29455240982078,1.33196083592005,1.35838396510064,1.38515426405523,1.42428012340783,1.43714176790445
