DATA;ESTADO;CASOS NOVOS;CASOS TOTAIS;ÓBITOS NOVOS;ÓBITOS TOTAIS;;;;
19/07/2022;SP;95;312;0;0;;;;
19/07/2022;SE;0;0;0;0;;;;
19/07/2022;TO;0;0;0;0;;;;
20/07/2022;AC;0;0;0;0;;;;
20/07/2022;AL;0;0;0;0;;;;
20/07/2022;AP;0;0;0;0;;;;
20/07/2022;AM;0;0;0;0;;;;
20/07/2022;BA;1;4;0;0;;;;
20/07/2022;CE;0;2;0;0;;;;
20/07/2022;DF;4;12;0;0;;;;
20/07/2022;ES;0;2;0;0;;;;
20/07/2022;GO;5;9;0;0;;;;
20/07/2022;MA;0;0;0;0;;;;
20/07/2022;MT;0;0;0;0;;;;
20/07/2022;MS;0;1;0;0;;;;
20/07/2022;MG;-1;32;0;0;;;;
20/07/2022;PA;0;0;0;0;;;;
20/07/2022;PB;0;0;0;0;;;;
20/07/2022;PR;4;10;0;0;;;;
20/07/2022;PE;0;1;0;0;;;;
20/07/2022;PI;0;0;0;0;;;;
20/07/2022;RJ;14;85;0;0;;;;
20/07/2022;RN;0;2;0;0;;;;
20/07/2022;RS;-1;2;0;0;;;;
20/07/2022;RO;0;0;0;0;;;;
20/07/2022;RR;0;0;0;0;;;;
20/07/2022;SC;0;1;0;0;;;;
20/07/2022;SP;117;429;0;0;;;;
20/07/2022;SE;0;0;0;0;;;;
20/07/2022;TO;0;0;0;0;;;;
21/07/2022;AC;0;0;0;0;;;;
21/07/2022;AL;0;0;0;0;;;;
21/07/2022;AP;0;0;0;0;;;;
21/07/2022;AM;0;0;0;0;;;;
21/07/2022;BA;1;5;0;0;;;;
21/07/2022;CE;0;2;0;0;;;;
21/07/2022;DF;0;12;0;0;;;;
21/07/2022;ES;0;2;0;0;;;;
21/07/2022;GO;-1;8;0;0;;;;
21/07/2022;MA;0;0;0;0;;;;
21/07/2022;MT;0;0;0;0;;;;
21/07/2022;MS;0;1;0;0;;;;
21/07/2022;MG;1;33;0;0;;;;
21/07/2022;PA;0;0;0;0;;;;
21/07/2022;PB;0;0;0;0;;;;
21/07/2022;PR;1;11;0;0;;;;
21/07/2022;PE;2;3;0;0;;;;
21/07/2022;PI;0;0;0;0;;;;
21/07/2022;RJ;1;86;0;0;;;;
21/07/2022;RN;0;2;0;0;;;;
21/07/2022;RS;1;3;0;0;;;;
21/07/2022;RO;0;0;0;0;;;;
21/07/2022;RR;0;0;0;0;;;;
21/07/2022;SC;0;1;0;0;;;;
21/07/2022;SP;9;438;0;0;;;;
21/07/2022;SE;0;0;0;0;;;;
21/07/2022;TO;0;0;0;0;;;;
22/07/2022;AC;0;0;0;0;;;;
22/07/2022;AL;0;0;0;0;;;;
22/07/2022;AP;0;0;0;0;;;;
22/07/2022;AM;0;0;0;0;;;;
22/07/2022;BA;-2;3;0;0;;;;
22/07/2022;CE;0;2;0;0;;;;
22/07/2022;DF;1;13;0;0;;;;
22/07/2022;ES;0;2;0;0;;;;
22/07/2022;GO;6;14;0;0;;;;
22/07/2022;MA;0;0;0;0;;;;
22/07/2022;MT;0;0;0;0;;;;
22/07/2022;MS;0;1;0;0;;;;
22/07/2022;MG;0;33;0;0;;;;
22/07/2022;PA;0;0;0;0;;;;
22/07/2022;PB;0;0;0;0;;;;
22/07/2022;PR;0;11;0;0;;;;
22/07/2022;PE;0;3;0;0;;;;
22/07/2022;PI;0;0;0;0;;;;
22/07/2022;RJ;16;102;0;0;;;;
22/07/2022;RN;0;2;0;0;;;;
22/07/2022;RS;0;3;0;0;;;;
22/07/2022;RO;0;0;0;0;;;;
22/07/2022;RR;0;0;0;0;;;;
22/07/2022;SC;0;1;0;0;;;;
22/07/2022;SP;68;506;0;0;;;;
22/07/2022;SE;0;0;0;0;;;;
22/07/2022;TO;0;0;0;0;;;;
22/07/2022;AC;0;0;0;0;;;;
23/07/2022;AL;0;0;0;0;;;;
23/07/2022;AP;0;0;0;0;;;;
23/07/2022;AM;0;0;0;0;;;;
23/07/2022;BA;0;3;0;0;;;;
23/07/2022;CE;0;2;0;0;;;;
23/07/2022;DF;0;13;0;0;;;;
23/07/2022;ES;0;2;0;0;;;;
23/07/2022;GO;0;14;0;0;;;;
23/07/2022;MA;0;0;0;0;;;;
23/07/2022;MT;0;0;0;0;;;;
23/07/2022;MS;0;1;0;0;;;;
23/07/2022;MG;0;33;0;0;;;;
23/07/2022;PA;0;0;0;0;;;;
23/07/2022;PB;0;0;0;0;;;;
23/07/2022;PR;0;11;0;0;;;;
23/07/2022;PE;0;3;0;0;;;;
23/07/2022;PI;0;0;0;0;;;;
23/07/2022;RJ;0;102;0;0;;;;
23/07/2022;RN;0;2;0;0;;;;
23/07/2022;RS;0;3;0;0;;;;
23/07/2022;RO;0;0;0;0;;;;
23/07/2022;RR;0;0;0;0;;;;
23/07/2022;SC;0;1;0;0;;;;
23/07/2022;SP;0;506;0;0;;;;
23/07/2022;SE;0;0;0;0;;;;
23/07/2022;TO;0;0;0;0;;;;
24/07/2022;AC;0;0;0;0;;;;
24/07/2022;AL;0;0;0;0;;;;
24/07/2022;AP;0;0;0;0;;;;
24/07/2022;AM;0;0;0;0;;;;
24/07/2022;BA;0;3;0;0;;;;
24/07/2022;CE;0;2;0;0;;;;
24/07/2022;DF;0;13;0;0;;;;
24/07/2022;ES;0;2;0;0;;;;
24/07/2022;GO;0;14;0;0;;;;
24/07/2022;MA;0;0;0;0;;;;
24/07/2022;MT;0;0;0;0;;;;
24/07/2022;MS;0;1;0;0;;;;
24/07/2022;MG;0;33;0;0;;;;
24/07/2022;PA;0;0;0;0;;;;
24/07/2022;PB;0;0;0;0;;;;
24/07/2022;PR;0;11;0;0;;;;
24/07/2022;PE;0;3;0;0;;;;
24/07/2022;PI;0;0;0;0;;;;
24/07/2022;RJ;0;102;0;0;;;;
24/07/2022;RN;0;2;0;0;;;;
24/07/2022;RS;0;3;0;0;;;;
24/07/2022;RO;0;0;0;0;;;;
24/07/2022;RR;0;0;0;0;;;;
24/07/2022;SC;0;1;0;0;;;;
24/07/2022;SP;0;506;0;0;;;;
24/07/2022;SE;0;0;0;0;;;;
24/07/2022;TO;0;0;0;0;;;;
25/07/2022;AC;0;0;0;0;;;;
25/07/2022;AL;0;0;0;0;;;;
25/07/2022;AP;0;0;0;0;;;;
25/07/2022;AM;0;0;0;0;;;;
25/07/2022;BA;0;3;0;0;;;;
25/07/2022;CE;0;2;0;0;;;;
25/07/2022;DF;0;13;0;0;;;;
25/07/2022;ES;0;2;0;0;;;;
25/07/2022;GO;2;16;0;0;;;;
25/07/2022;MA;0;0;0;0;;;;
25/07/2022;MT;0;0;0;0;;;;
25/07/2022;MS;0;1;0;0;;;;
25/07/2022;MG;9;42;0;0;;;;
25/07/2022;PA;0;0;0;0;;;;
25/07/2022;PB;0;0;0;0;;;;
25/07/2022;PR;8;19;0;0;;;;
25/07/2022;PE;0;3;0;0;;;;
25/07/2022;PI;0;0;0;0;;;;
25/07/2022;RJ;7;109;0;0;;;;
25/07/2022;RN;0;2;0;0;;;;
25/07/2022;RS;0;3;0;0;;;;
25/07/2022;RO;0;0;0;0;;;;
25/07/2022;RR;0;0;0;0;;;;
25/07/2022;SC;2;3;0;0;;;;
25/07/2022;SP;89;595;0;0;;;;
25/07/2022;SE;0;0;0;0;;;;
25/07/2022;TO;0;0;0;0;;;;
26/07/2022;AC;0;0;0;0;;;;
26/07/2022;AL;0;0;0;0;;;;
26/07/2022;AP;0;0;0;0;;;;
26/07/2022;AM;0;0;0;0;;;;
26/07/2022;BA;2;5;0;0;;;;
26/07/2022;CE;2;4;0;0;;;;
26/07/2022;DF;0;13;0;0;;;;
26/07/2022;ES;0;2;0;0;;;;
26/07/2022;GO;-1;15;0;0;;;;
26/07/2022;MA;0;0;0;0;;;;
26/07/2022;MT;0;0;0;0;;;;
26/07/2022;MS;0;1;0;0;;;;
26/07/2022;MG;2;44;0;0;;;;
26/07/2022;PA;0;0;0;0;;;;
26/07/2022;PB;0;0;0;0;;;;
26/07/2022;PR;0;19;0;0;;;;
26/07/2022;PE;0;3;0;0;;;;
26/07/2022;PI;0;0;0;0;;;;
26/07/2022;RJ;6;115;0;0;;;;
26/07/2022;RN;0;2;0;0;;;;
26/07/2022;RS;0;3;0;0;;;;
26/07/2022;RO;0;0;0;0;;;;
26/07/2022;RR;0;0;0;0;;;;
26/07/2022;SC;1;4;0;0;;;;
26/07/2022;SP;42;637;0;0;;;;
26/07/2022;SE;0;0;0;0;;;;
26/07/2022;TO;1;1;0;0;;;;
27/07/2022;AC;1;1;0;0;;;;
27/07/2022;AL;0;0;0;0;;;;
27/07/2022;AP;0;0;0;0;;;;
27/07/2022;AM;0;0;0;0;;;;
27/07/2022;BA;0;5;0;0;;;;
27/07/2022;CE;0;4;0;0;;;;
27/07/2022;DF;2;15;0;0;;;;
27/07/2022;ES;0;2;0;0;;;;
27/07/2022;GO;-1;14;0;0;;;;
27/07/2022;MA;0;0;0;0;;;;
27/07/2022;MT;1;1;0;0;;;;
27/07/2022;MS;-1;0;0;0;;;;
27/07/2022;MG;0;44;0;0;;;;
27/07/2022;PA;0;0;0;0;;;;
27/07/2022;PB;0;0;0;0;;;;
27/07/2022;PR;0;19;0;0;;;;
27/07/2022;PE;0;3;0;0;;;;
27/07/2022;PI;0;0;0;0;;;;
27/07/2022;RJ;2;117;0;0;;;;
27/07/2022;RN;0;2;0;0;;;;
27/07/2022;RS;0;3;0;0;;;;
27/07/2022;RO;0;0;0;0;;;;
27/07/2022;RR;0;0;0;0;;;;
27/07/2022;SC;0;4;0;0;;;;
27/07/2022;SP;107;744;0;0;;;;
27/07/2022;SE;0;0;0;0;;;;
27/07/2022;TO;0;1;0;0;;;;
28/07/2022;AC;0;1;0;0;;;;
28/07/2022;AL;0;0;0;0;;;;
28/07/2022;AP;0;0;0;0;;;;
28/07/2022;AM;0;0;0;0;;;;
28/07/2022;BA;0;5;0;0;;;;
28/07/2022;CE;0;4;0;0;;;;
28/07/2022;DF;0;15;0;0;;;;
28/07/2022;ES;0;2;0;0;;;;
28/07/2022;GO;0;14;0;0;;;;
28/07/2022;MA;0;0;0;0;;;;
28/07/2022;MT;-1;0;0;0;;;;
28/07/2022;MS;0;0;0;0;;;;
28/07/2022;MG;0;44;1;1;;;;
28/07/2022;PA;0;0;0;0;;;;
28/07/2022;PB;0;0;0;0;;;;
28/07/2022;PR;2;21;0;0;;;;
28/07/2022;PE;0;3;0;0;;;;
28/07/2022;PI;0;0;0;0;;;;
28/07/2022;RJ;7;124;0;0;;;;
28/07/2022;RN;0;2;0;0;;;;
28/07/2022;RS;1;4;0;0;;;;
28/07/2022;RO;0;0;0;0;;;;
28/07/2022;RR;0;0;0;0;;;;
28/07/2022;SC;0;4;0;0;;;;
28/07/2022;SP;79;823;0;0;;;;
28/07/2022;SE;0;0;0;0;;;;
28/07/2022;TO;0;1;0;0;;;;
29/07/2022;AC;0;1;0;0;;;;
29/07/2022;AL;0;0;0;0;;;;
29/07/2022;AP;0;0;0;0;;;;
29/07/2022;AM;1;1;0;0;;;;
29/07/2022;BA;1;6;0;0;;;;
29/07/2022;CE;0;4;0;0;;;;
29/07/2022;DF;6;21;0;0;;;;
29/07/2022;ES;0;2;0;0;;;;
29/07/2022;GO;4;18;0;0;;;;
29/07/2022;MA;0;0;0;0;;;;
29/07/2022;MT;0;0;0;0;;;;
29/07/2022;MS;5;5;0;0;;;;
29/07/2022;MG;5;49;0;1;;;;
29/07/2022;PA;0;0;0;0;;;;
29/07/2022;PB;0;0;0;0;;;;
29/07/2022;PR;0;21;0;0;;;;
29/07/2022;PE;4;7;0;0;;;;
29/07/2022;PI;0;0;0;0;;;;
29/07/2022;RJ;15;139;0;0;;;;
29/07/2022;RN;0;2;0;0;;;;
29/07/2022;RS;1;5;0;0;;;;
29/07/2022;RO;0;0;0;0;;;;
29/07/2022;RR;0;0;0;0;;;;
29/07/2022;SC;3;7;0;0;;;;
29/07/2022;SP;147;970;0;0;;;;
29/07/2022;SE;0;0;0;0;;;;
29/07/2022;TO;0;1;0;0;;;;
30/07/2022;AC;0;1;0;0;;;;
30/07/2022;AL;0;0;0;0;;;;
30/07/2022;AP;0;0;0;0;;;;
30/07/2022;AM;0;1;0;0;;;;
30/07/2022;BA;5;11;0;0;;;;
30/07/2022;CE;0;4;0;0;;;;
30/07/2022;DF;-1;20;0;0;;;;
30/07/2022;ES;0;2;0;0;;;;
30/07/2022;GO;0;18;0;0;;;;
30/07/2022;MA;0;0;0;0;;;;
30/07/2022;MT;0;0;0;0;;;;
30/07/2022;MS;0;5;0;0;;;;
30/07/2022;MG;14;63;0;1;;;;
30/07/2022;PA;0;0;0;0;;;;
30/07/2022;PB;0;0;0;0;;;;
30/07/2022;PR;0;21;0;0;;;;
30/07/2022;PE;0;7;0;0;;;;
30/07/2022;PI;0;0;0;0;;;;
30/07/2022;RJ;3;142;0;0;;;;
30/07/2022;RN;0;2;0;0;;;;
30/07/2022;RS;1;6;0;0;;;;
30/07/2022;RO;0;0;0;0;;;;
30/07/2022;RR;0;0;0;0;;;;
30/07/2022;SC;0;7;0;0;;;;
30/07/2022;SP;61;1031;0;0;;;;
30/07/2022;SE;0;0;0;0;;;;
30/07/2022;TO;0;1;0;0;;;;
31/07/2022;AC;0;1;0;0;;;;
31/07/2022;AL;0;0;0;0;;;;
31/07/2022;AP;0;0;0;0;;;;
31/07/2022;AM;0;1;0;0;;;;
31/07/2022;BA;0;11;0;0;;;;
31/07/2022;CE;0;4;0;0;;;;
31/07/2022;DF;0;20;0;0;;;;
31/07/2022;ES;0;2;0;0;;;;
31/07/2022;GO;0;18;0;0;;;;
31/07/2022;MA;0;0;0;0;;;;
31/07/2022;MT;0;0;0;0;;;;
31/07/2022;MS;0;5;0;0;;;;
31/07/2022;MG;0;63;0;1;;;;
31/07/2022;PA;0;0;0;0;;;;
31/07/2022;PB;0;0;0;0;;;;
31/07/2022;PR;0;21;0;0;;;;
31/07/2022;PE;0;7;0;0;;;;
31/07/2022;PI;0;0;0;0;;;;
31/07/2022;RJ;27;169;0;0;;;;
31/07/2022;RN;0;2;0;0;;;;
31/07/2022;RS;0;6;0;0;;;;
31/07/2022;RO;0;0;0;0;;;;
31/07/2022;RR;0;0;0;0;;;;
31/07/2022;SC;0;7;0;0;;;;
31/07/2022;SP;0;1031;0;0;;;;
31/07/2022;SE;0;0;0;0;;;;
31/07/2022;TO;0;1;0;0;;;;
01/08/2022;AC;0;1;0;0;;;;
01/08/2022;AL;0;0;0;0;;;;
01/08/2022;AP;0;0;0;0;;;;
01/08/2022;AM;0;1;0;0;;;;
01/08/2022;BA;0;11;0;0;;;;
01/08/2022;CE;0;4;0;0;;;;
01/08/2022;DF;17;37;0;0;;;;
01/08/2022;ES;0;2;0;0;;;;
01/08/2022;GO;14;32;0;0;;;;
01/08/2022;MA;0;0;0;0;;;;
01/08/2022;MT;0;0;0;0;;;;
01/08/2022;MS;0;5;0;0;;;;
01/08/2022;MG;0;63;0;1;;;;
01/08/2022;PA;0;0;0;0;;;;
01/08/2022;PB;0;0;0;0;;;;
01/08/2022;PR;9;30;0;0;;;;
01/08/2022;PE;0;7;0;0;;;;
01/08/2022;PI;0;0;0;0;;;;
01/08/2022;RJ;17;186;0;0;;;;
01/08/2022;RN;0;2;0;0;;;;
01/08/2022;RS;0;6;0;0;;;;
01/08/2022;RO;0;0;0;0;;;;
01/08/2022;RR;0;0;0;0;;;;
01/08/2022;SC;0;7;0;0;;;;
01/08/2022;SP;68;1099;0;0;;;;
01/08/2022;SE;0;0;0;0;;;;
01/08/2022;TO;0;1;0;0;;;;
02/08/2022;AC;0;1;0;0;;;;
02/08/2022;AL;0;0;0;0;;;;
02/08/2022;AP;0;0;0;0;;;;
02/08/2022;AM;1;2;0;0;;;;
02/08/2022;BA;0;11;0;0;;;;
02/08/2022;CE;0;4;0;0;;;;
02/08/2022;DF;0;37;0;0;;;;
02/08/2022;ES;0;2;0;0;;;;
02/08/2022;GO;3;35;0;0;;;;
02/08/2022;MA;0;0;0;0;;;;
02/08/2022;MT;0;0;0;0;;;;
02/08/2022;MS;0;5;0;0;;;;
02/08/2022;MG;11;74;0;1;;;;
02/08/2022;PA;1;1;0;0;;;;
02/08/2022;PB;0;0;0;0;;;;
02/08/2022;PR;0;30;0;0;;;;
02/08/2022;PE;0;7;0;0;;;;
02/08/2022;PI;0;0;0;0;;;;
02/08/2022;RJ;4;190;0;0;;;;
02/08/2022;RN;0;2;0;0;;;;
02/08/2022;RS;4;10;0;0;;;;
02/08/2022;RO;0;0;0;0;;;;
02/08/2022;RR;0;0;0;0;;;;
02/08/2022;SC;0;7;0;0;;;;
02/08/2022;SP;100;1199;0;0;;;;
02/08/2022;SE;0;0;0;0;;;;
02/08/2022;TO;0;1;0;0;;;;
03/08/2022;AC;0;1;0;0;;;;
03/08/2022;AL;0;0;0;0;;;;
03/08/2022;AP;0;0;0;0;;;;
03/08/2022;AM;1;3;0;0;;;;
03/08/2022;BA;0;11;0;0;;;;
03/08/2022;CE;0;4;0;0;;;;
03/08/2022;DF;0;37;0;0;;;;
03/08/2022;ES;0;2;0;0;;;;
03/08/2022;GO;0;35;0;0;;;;
03/08/2022;MA;0;0;0;0;;;;
03/08/2022;MT;0;0;0;0;;;;
03/08/2022;MS;0;5;0;0;;;;
03/08/2022;MG;1;75;0;1;;;;
03/08/2022;PA;0;1;0;0;;;;
03/08/2022;PB;0;0;0;0;;;;
03/08/2022;PR;0;30;0;0;;;;
03/08/2022;PE;0;7;0;0;;;;
03/08/2022;PI;0;0;0;0;;;;
03/08/2022;RJ;0;190;0;0;;;;
03/08/2022;RN;0;2;0;0;;;;
03/08/2022;RS;2;12;0;0;;;;
03/08/2022;RO;0;0;0;0;;;;
03/08/2022;RR;0;0;0;0;;;;
03/08/2022;SC;0;7;0;0;;;;
03/08/2022;SP;104;1303;0;0;;;;
03/08/2022;SE;0;0;0;0;;;;
03/08/2022;TO;0;1;0;0;;;;
04/08/2022;AC;0;1;0;0;;;;
04/08/2022;AL;0;0;0;0;;;;
04/08/2022;AP;0;0;0;0;;;;
04/08/2022;AM;0;3;0;0;;;;
04/08/2022;BA;1;12;0;0;;;;
04/08/2022;CE;0;4;0;0;;;;
04/08/2022;DF;0;37;0;0;;;;
04/08/2022;ES;3;5;0;0;;;;
04/08/2022;GO;3;38;0;0;;;;
04/08/2022;MA;0;0;0;0;;;;
04/08/2022;MT;0;0;0;0;;;;
04/08/2022;MS;0;5;0;0;;;;
04/08/2022;MG;0;75;0;1;;;;
04/08/2022;PA;0;1;0;0;;;;
04/08/2022;PB;1;1;0;0;;;;
04/08/2022;PR;6;36;0;0;;;;
04/08/2022;PE;0;7;0;0;;;;
04/08/2022;PI;1;1;0;0;;;;
04/08/2022;RJ;10;200;0;0;;;;
04/08/2022;RN;2;4;0;0;;;;
04/08/2022;RS;6;18;0;0;;;;
04/08/2022;RO;0;0;0;0;;;;
04/08/2022;RR;0;0;0;0;;;;
04/08/2022;SC;0;7;0;0;;;;
04/08/2022;SP;101;1404;0;0;;;;
04/08/2022;SE;0;0;0;0;;;;
04/08/2022;TO;0;1;0;0;;;;
05/08/2022;AC;0;1;0;0;;;;
05/08/2022;AL;0;0;0;0;;;;
05/08/2022;AP;0;0;0;0;;;;
05/08/2022;AM;0;3;0;0;;;;
05/08/2022;BA;3;15;0;0;;;;
05/08/2022;CE;1;5;0;0;;;;
05/08/2022;DF;0;37;0;0;;;;
05/08/2022;ES;0;5;0;0;;;;
05/08/2022;GO;0;38;0;0;;;;
05/08/2022;MA;0;0;0;0;;;;
05/08/2022;MT;2;2;0;0;;;;
05/08/2022;MS;0;5;0;0;;;;
05/08/2022;MG;6;81;0;1;;;;
05/08/2022;PA;0;1;0;0;;;;
05/08/2022;PB;0;1;0;0;;;;
05/08/2022;PR;0;36;0;0;;;;
05/08/2022;PE;3;10;0;0;;;;
05/08/2022;PI;0;1;0;0;;;;
05/08/2022;RJ;30;230;0;0;;;;
05/08/2022;RN;0;4;0;0;;;;
05/08/2022;RS;2;20;0;0;;;;
05/08/2022;RO;0;0;0;0;;;;
05/08/2022;RR;0;0;0;0;;;;
05/08/2022;SC;0;7;0;0;;;;
05/08/2022;SP;97;1501;0;0;;;;
05/08/2022;SE;0;0;0;0;;;;
05/08/2022;TO;0;1;0;0;;;;
06/08/2022;AC;0;1;0;0;;;;
06/08/2022;AL;0;0;0;0;;;;
06/08/2022;AP;0;0;0;0;;;;
06/08/2022;AM;0;3;0;0;;;;
06/08/2022;BA;0;15;0;0;;;;
06/08/2022;CE;0;5;0;0;;;;
06/08/2022;DF;0;37;0;0;;;;
06/08/2022;ES;0;5;0;0;;;;
06/08/2022;GO;0;38;0;0;;;;
06/08/2022;MA;0;0;0;0;;;;
06/08/2022;MT;0;2;0;0;;;;
06/08/2022;MS;0;5;0;0;;;;
06/08/2022;MG;0;81;0;1;;;;
06/08/2022;PA;0;1;0;0;;;;
06/08/2022;PB;0;1;0;0;;;;
06/08/2022;PR;0;36;0;0;;;;
06/08/2022;PE;0;10;0;0;;;;
06/08/2022;PI;0;1;0;0;;;;
06/08/2022;RJ;0;230;0;0;;;;
06/08/2022;RN;0;4;0;0;;;;
06/08/2022;RS;0;20;0;0;;;;
06/08/2022;RO;0;0;0;0;;;;
06/08/2022;RR;0;0;0;0;;;;
06/08/2022;SC;0;7;0;0;;;;
06/08/2022;SP;0;1501;0;0;;;;
06/08/2022;SE;0;0;0;0;;;;
06/08/2022;TO;0;1;0;0;;;;
07/08/2022;AC;0;1;0;0;;;;
07/08/2022;AL;0;0;0;0;;;;
07/08/2022;AP;0;0;0;0;;;;
07/08/2022;AM;2;5;0;0;;;;
07/08/2022;BA;3;18;0;0;;;;
07/08/2022;CE;1;6;0;0;;;;
07/08/2022;DF;0;37;0;0;;;;
07/08/2022;ES;0;5;0;0;;;;
07/08/2022;GO;0;38;0;0;;;;
07/08/2022;MA;0;0;0;0;;;;
07/08/2022;MT;0;2;0;0;;;;
07/08/2022;MS;3;8;0;0;;;;
07/08/2022;MG;0;81;0;1;;;;
07/08/2022;PA;0;1;0;0;;;;
07/08/2022;PB;0;1;0;0;;;;
07/08/2022;PR;16;52;0;0;;;;
07/08/2022;PE;3;13;0;0;;;;
07/08/2022;PI;0;1;0;0;;;;
07/08/2022;RJ;8;238;0;0;;;;
07/08/2022;RN;0;4;0;0;;;;
07/08/2022;RS;0;20;0;0;;;;
07/08/2022;RO;0;0;0;0;;;;
07/08/2022;RR;0;0;0;0;;;;
07/08/2022;SC;14;21;0;0;;;;
07/08/2022;SP;77;1578;0;0;;;;
07/08/2022;SE;0;0;0;0;;;;
07/08/2022;TO;0;1;0;0;;;;
08/08/2022;AC;0;1;0;0;;;;
08/08/2022;AL;0;0;0;0;;;;
08/08/2022;AP;0;0;0;0;;;;
08/08/2022;AM;0;5;0;0;;;;
08/08/2022;BA;0;18;0;0;;;;
08/08/2022;CE;0;6;0;0;;;;
08/08/2022;DF;55;92;0;0;;;;
08/08/2022;ES;0;5;0;0;;;;
08/08/2022;GO;13;51;0;0;;;;
08/08/2022;MA;0;0;0;0;;;;
08/08/2022;MT;0;2;0;0;;;;
08/08/2022;MS;0;8;0;0;;;;
08/08/2022;MG;20;101;0;1;;;;
08/08/2022;PA;0;1;0;0;;;;
08/08/2022;PB;0;1;0;0;;;;
08/08/2022;PR;0;52;0;0;;;;
08/08/2022;PE;0;13;0;0;;;;
08/08/2022;PI;0;1;0;0;;;;
08/08/2022;RJ;15;253;0;0;;;;
08/08/2022;RN;0;4;0;0;;;;
08/08/2022;RS;1;21;0;0;;;;
08/08/2022;RO;0;0;0;0;;;;
08/08/2022;RR;0;0;0;0;;;;
08/08/2022;SC;0;21;0;0;;;;
08/08/2022;SP;58;1636;0;0;;;;
08/08/2022;SE;0;0;0;0;;;;
08/08/2022;TO;0;1;0;0;;;;
09/08/2022;AC;0;1;0;0;;;;
09/08/2022;AL;0;0;0;0;;;;
09/08/2022;AP;0;0;0;0;;;;
09/08/2022;AM;0;5;0;0;;;;
09/08/2022;BA;1;19;0;0;;;;
09/08/2022;CE;3;9;0;0;;;;
09/08/2022;DF;0;92;0;0;;;;
09/08/2022;ES;0;5;0;0;;;;
09/08/2022;GO;2;53;0;0;;;;
09/08/2022;MA;0;0;0;0;;;;
09/08/2022;MT;0;2;0;0;;;;
09/08/2022;MS;0;8;0;0;;;;
09/08/2022;MG;1;102;0;1;;;;
09/08/2022;PA;0;1;0;0;;;;
09/08/2022;PB;0;1;0;0;;;;
09/08/2022;PR;0;52;0;0;;;;
09/08/2022;PE;0;13;0;0;;;;
09/08/2022;PI;0;1;0;0;;;;
09/08/2022;RJ;10;263;0;0;;;;
09/08/2022;RN;0;4;0;0;;;;
09/08/2022;RS;8;29;0;0;;;;
09/08/2022;RO;0;0;0;0;;;;
09/08/2022;RR;0;0;0;0;;;;
09/08/2022;SC;1;22;0;0;;;;
09/08/2022;SP;96;1732;0;0;;;;
09/08/2022;SE;0;0;0;0;;;;
09/08/2022;TO;0;1;0;0;;;;
10/08/2022;AC;0;1;0;0;;;;
10/08/2022;AL;0;0;0;0;;;;
10/08/2022;AP;0;0;0;0;;;;
10/08/2022;AM;0;5;0;0;;;;
10/08/2022;BA;6;25;0;0;;;;
10/08/2022;CE;0;9;0;0;;;;
10/08/2022;DF;0;92;0;0;;;;
10/08/2022;ES;2;7;0;0;;;;
10/08/2022;GO;0;53;0;0;;;;
10/08/2022;MA;0;0;0;0;;;;
10/08/2022;MT;0;2;0;0;;;;
10/08/2022;MS;0;8;0;0;;;;
10/08/2022;MG;0;102;0;1;;;;
10/08/2022;PA;0;1;0;0;;;;
10/08/2022;PB;0;1;0;0;;;;
10/08/2022;PR;0;52;0;0;;;;
10/08/2022;PE;0;13;0;0;;;;
10/08/2022;PI;0;1;0;0;;;;
10/08/2022;RJ;15;278;0;0;;;;
10/08/2022;RN;4;8;0;0;;;;
10/08/2022;RS;0;29;0;0;;;;
10/08/2022;RO;0;0;0;0;;;;
10/08/2022;RR;0;0;0;0;;;;
10/08/2022;SC;0;22;0;0;;;;
10/08/2022;SP;16;1748;0;0;;;;
10/08/2022;SE;0;0;0;0;;;;
10/08/2022;TO;0;1;0;0;;;;
11/08/2022;AC;0;1;0;0;;;;
11/08/2022;AL;0;0;0;0;;;;
11/08/2022;AP;0;0;0;0;;;;
11/08/2022;AM;0;5;0;0;;;;
11/08/2022;BA;0;25;0;0;;;;
11/08/2022;CE;0;9;0;0;;;;
11/08/2022;DF;0;92;0;0;;;;
11/08/2022;ES;0;7;0;0;;;;
11/08/2022;GO;0;53;0;0;;;;
11/08/2022;MA;0;0;0;0;;;;
11/08/2022;MT;0;2;0;0;;;;
11/08/2022;MS;0;8;0;0;;;;
11/08/2022;MG;0;102;0;1;;;;
11/08/2022;PA;0;1;0;0;;;;
11/08/2022;PB;0;1;0;0;;;;
11/08/2022;PR;0;52;0;0;;;;
11/08/2022;PE;0;13;0;0;;;;
11/08/2022;PI;0;1;0;0;;;;
11/08/2022;RJ;0;238;0;0;;;;
11/08/2022;RN;0;8;0;0;;;;
11/08/2022;RS;0;29;0;0;;;;
11/08/2022;RO;0;0;0;0;;;;
11/08/2022;RR;0;0;0;0;;;;
11/08/2022;SC;0;22;0;0;;;;
11/08/2022;SP;0;1748;0;0;;;;
11/08/2022;SE;0;0;0;0;;;;
11/08/2022;TO;0;1;0;0;;;;
12/08/2022;AC;0;1;0;0;;;;
12/08/2022;AL;0;0;0;0;;;;
12/08/2022;AP;0;0;0;0;;;;
12/08/2022;AM;4;9;0;0;;;;
12/08/2022;BA;2;27;0;0;;;;
12/08/2022;CE;5;14;0;0;;;;
12/08/2022;DF;8;100;0;0;;;;
