"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",24,50,1.86847193347229,0.0257775444505746,1.81828654833107,1.82627478651191,1.85102123324778,1.86835339198912,1.88579340898771,1.91107343613343,1.91933097847866
