"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",24,50,1.65067311753854,0.0227727796700936,1.60633760215727,1.61339468970854,1.6352565617815,1.65056839386778,1.66597551169132,1.68830876726371,1.69560376748397
