"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"33",34,40,1.96507981613261,0.0543345810707262,1.86001601769107,1.87656960880982,1.92816384995558,1.96457905396063,2.0014498977211,2.05529817352196,2.07298937724687
"34",35,41,1.9528856521062,0.0522677861462129,1.85177402963432,1.86771541339629,1.91738200670687,1.95241936683118,1.98788099586176,2.03964643632632,2.05664711139383
"35",36,42,1.9091207020748,0.0498786367032945,1.81260045010868,1.82782516039007,1.87524549418386,1.90868633496243,1.94252240221214,1.99189791297885,2.00810940526321
"36",37,43,1.86398828688132,0.047622676088465,1.77180725097573,1.78635374312156,1.83165004387586,1.86358273506043,1.89588443364706,1.94300620783433,1.95847402136422
"37",38,44,1.82927895009371,0.0456606845838996,1.74087000184611,1.75482732487435,1.7982777092723,1.82889905156936,1.85986605930932,1.90502644638621,1.9198468133608
"38",39,45,1.81256681502197,0.0440519913719992,1.72724497422671,1.74072148850276,1.78266287931726,1.8122099527741,1.84208173092456,1.88562943341456,1.89991665943657
"39",40,46,1.78406812932425,0.0423937812395504,1.70193606403814,1.71491395330118,1.75529387393999,1.7837323475775,1.8124763447878,1.85436768942422,1.86810840100035
"40",41,47,1.7611690128794,0.0408911268419918,1.68192687573992,1.69445316146516,1.73341858029414,1.76085255057211,1.78857446570052,1.82896434774714,1.84220956699076
"41",42,48,1.73819053656598,0.0394737582085952,1.66167592360156,1.67377559954205,1.71140552304608,1.73789173350523,1.76464982072132,1.80362471952668,1.81640321164405
"42",43,49,1.73203137573222,0.0383196533498682,1.65773241722369,1.66948680227106,1.70603343584892,1.73174878785044,1.75772126245172,1.79553988346608,1.80793624796174
"43",44,50,1.72138847175624,0.0371676619016213,1.64930424866459,1.66071273635301,1.69617558856798,1.72112097511173,1.7463097527979,1.78297666366926,1.79499284728842
"44",45,51,1.71017273230616,0.0360536068426726,1.64023160256214,1.65130507461585,1.68571881739399,1.70991938005676,1.73435046394937,1.76990459853096,1.78155363392803
"45",46,52,1.70099778786252,0.035007069379316,1.63307010388014,1.64382877263896,1.67725680303265,1.70075764172564,1.72447698548509,1.75898596423033,1.77029019525523
"46",47,53,1.6989024262133,0.0340735885158834,1.63276903082675,1.6432475573414,1.67579766163528,1.69867463566313,1.72175887248509,1.75533431007087,1.76633032995307
"47",48,54,1.68206284164937,0.0330260953997666,1.61794923160679,1.62811088886446,1.65967082952004,1.68184669870283,1.70421923262773,1.73675207828463,1.74740476826967
"48",49,55,1.6637657713201,0.0320073348240293,1.60161778184937,1.61147077255042,1.64206673319905,1.66356052467844,1.68524106645854,1.71676088556687,1.72708015509437
"49",50,56,1.62885282343086,0.0308818480787916,1.56888196309017,1.57839173875269,1.60791832015207,1.62865766190165,1.64957457763246,1.6799796222882,1.68993276562898
"50",51,57,1.60224907855875,0.029897702267653,1.54418083919835,1.55339093750675,1.58198330318236,1.6020631203398,1.62231213749734,1.65174154040314,1.66137409851052
