"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",24,50,1.43401885456959,0.0322027903313377,1.37159025233372,1.38146427800147,1.41216901078293,1.43377780968928,1.45560593191501,1.48739565832517,1.4978172862749
